anahtar,grup,turkce,ingilizce,nerede
td0844313,motor,"Çekirdek bonusu HERKESE işler","","packages/shared/src/ogretici.ts:273"
t47ab5fd7,motor,"Daha büyük bir yerleşim fethedip başkentini oraya taşırsan binaların seviyeleriyle birlikte gelir. Taşınmak hiçbir şey kaybettirmez.","If you conquer a larger settlement and move your capital there, your buildings come with their levels. Moving costs you nothing.","packages/shared/src/ogretici.ts:433"
t899dea41,motor,"Demirhanede kuşandığın eşyalar ordunun saldırı ve savunmasına doğrudan eklenir. Aynı orduyla daha güçlü savaşırsın.","The items you equip in the blacksmith are added directly to your army's attack and defense. You fight harder with the same army.","packages/shared/src/ogretici.ts:477"
t675e8b7d,motor,"Demirhanenin girişi ana sayfada lordum. Önce oraya dönelim.","The Blacksmith entrance is on the homepage, my lord. Let's return there first.","packages/shared/src/rehber.ts:357"
t8785711d,motor,"depo kapasitesi","storage capacity","packages/shared/src/medeniyet.ts:199"
t1e10eb4e,motor,"Depo kapasitesi +{0}","Storage capacity +{0}","packages/shared/src/arastirma.ts:158"
t6185c54d,motor,"Deponun bir tavanı var","Storage has a cap","packages/shared/src/ogretici.ts:312"
tefcb3bb6,motor,"Dibe vurursun, silinmezsin","You may hit rock bottom, but you won't be wiped out","packages/shared/src/ogretici.ts:223"
t522a35da,motor,"Diyarın merkezi.","The center of the realm.","packages/shared/src/bina.ts:70"
tf2e5f70e,motor,"Diyarını imar et","Build your realm","packages/shared/src/gunluk.ts:60"
tec6102a7,motor,"Dizilimden gelen etki en çok +%{0} / -%{1}, taktikten gelen en çok %{2}. İyi dizilim kötü orduyu kurtarmaz, ama iki denk ordudan hangisinin kazanacağını söyler. Yaptığın hatalar savaş raporunda tek tek yazar.","The formation's effect is at most +{0}% / -{1}%, the tactic's at most {2}%. A good formation will not save a bad army, but it decides which of two equal armies wins. Every mistake you make is written out in the battle report.","packages/shared/src/ogretici.ts:364"
t20fbe206,motor,"Dizilimi yaptıktan sonra bir taktik seçersin — Hilal Düzeni süvarini kanattan dolandırır, Kalkan Duvarı ön hattı kilitler. Her taktiğin bir koşulu var ve koşulu tutmayan taktik seçilemez: yarım tutan bir taktiğe yarım bonus vermek, sana neden az aldığını anlatmayı imkânsız kılardı.","After setting your formation you pick a tactic — the Crescent Formation sweeps your cavalry around the flank, the Shield Wall locks the front line. Every tactic has a condition, and a tactic whose condition is not met cannot be chosen: giving half a bonus to a half-met tactic would make it impossible to explain why you got less.","packages/shared/src/ogretici.ts:360"
tee8f76d1,motor,"Dört çekirdeğe bağış yaparak medeniyetinin {0} oranlarını büyütürsün: her seviye +%{1}, en çok {2} seviye, yani tam geliştirilmiş bir çekirdek +%{3}. Bonus o medeniyetteki herkese işler — bir kuruş vermeyene de.","","packages/shared/src/ogretici.ts:274"
td8ce2faa,motor,"Dört medeniyet, sen birinin lordusun","","packages/shared/src/ogretici.ts:244"
t6e565082,motor,"Dünya kalıcı","The world is persistent","packages/shared/src/ogretici.ts:605"
t7c42a3ab,motor,"Düşman kampları Akın sekmesinde ama yol ana sayfadan geçiyor lordum.","Enemy camps are in the Raid tab, but the path goes through the homepage, my lord.","packages/shared/src/rehber.ts:344"
te2440594,motor,"Düşmanda {0} yoktu; bu taktiğin asıl kozu boşa gitti.","The enemy didn't have {0}; the main trump card of this tactic was wasted.","packages/shared/src/duzen.ts:429"
t7292ddeb,motor,"Düşmanın {0}'i {1}ydı: +{2} saldırı.","The enemy's {0} unit was {1}: +{2} attack.","packages/shared/src/duzen.ts:436"
tcf7e17f3,motor,"Düşürdüğün grup birkaç saat sonra geri döner. O sürede gri durur ama kaybolmaz — ne zaman döneceği ekranda yazılı.","A group you defeat comes back a few hours later. It stays grey during that time but does not disappear — the screen says when it returns.","packages/shared/src/ogretici.ts:460"
t7005d978,motor,"eğitim hızı","training speed","packages/shared/src/medeniyet.ts:200"
t7cf4a3a9,motor,"Eğitim, yürüyüş ve imar zamanla biter. Uygulamayı açık tutman gerekmez; kapalıyken de işler.","Training, marching and building finish over time. You do not need to keep the app open; it works while it is closed.","packages/shared/src/ogretici.ts:587"
tddfb254c,motor,"Ekipman döv","Forge equipment","packages/shared/src/ogretici.ts:475"
t91b5b276,motor,"Ekipman kuşan","Equip gear","packages/shared/src/rehber.ts:169"
tf8bef3dd,motor,"Ekipman üret ya da bölge geliştir","Forge equipment or develop region","packages/shared/src/gunluk.ts:60"
t5db224b7,motor,"Eksi miktar gönderilemez.","Negative amounts cannot be sent.","packages/shared/src/ticaret.ts:83"
t9d099ea3,motor,"Ele geçirilen bölge {0} saat kalkan altında kalır — hem seninki hem düşmanınki.","A captured region remains shielded for {0} hours — both yours and the enemy's.","packages/shared/src/ipuclari.ts:45"
t4324a9bb,motor,"Elinde bu kadar yok.","You don't have this much.","packages/shared/src/pazar.ts:139"
t67ba0fe8,motor,"En az {0} birim takas edebilirsin.","You can trade at least {0} units.","packages/shared/src/pazar.ts:135"
tf3acae08,motor,"En az {0} değerinde yük gönderilebilir.","A load of at least {0} value can be sent.","packages/shared/src/ticaret.ts:88"
t878c2032,motor,"En fazla {0} paktın olabilir. Yenisi için birini feshetmen gerekiyor.","You can have a maximum of {0} pacts. You must break one for a new one.","packages/shared/src/pakt.ts:102"
t6ab674b4,motor,"En fazla {0} üye","Maximum {0} members","packages/shared/src/ogretici.ts:550"
t76555f03,motor,"En yüksek seviyede.","At maximum level.","packages/shared/src/bina.ts:247"
t1b9ae0bb,motor,"English","English","packages/shared/src/dil.ts:26"
t86714050,motor,"Erzak eksiye düşerse ordu dağılır","If supplies drop below zero, the army disperses","packages/shared/src/ipuclari.ts:40"
t78c2ab74,motor,"Erzak eksiye düştü lordum. Aç ordu dağılır — önce burayı kapatalım.","Supplies dropped below zero, my lord. A starving army disperses — let's cover this up first.","packages/shared/src/rehber.ts:114"
t4cfb105e,motor,"Etiket {0}-{1} karakter olmalı.","Tag must be {0}-{1} characters.","packages/shared/src/ittifak.ts:56"
t643e59f8,motor,"Etiket yalnız harf ve rakam içerebilir.","Tag can only contain letters and numbers.","packages/shared/src/ittifak.ts:62"
t63b146c8,motor,"Evdeki ordu ne toprağı korur ne gelir getirir. Bölgenin geliri üstünde duran garnizonlara, bıraktıkları yer oranında dağılır: asker bırakmazsan payın da olmaz, toprağın da.","","packages/shared/src/ipuclari.ts:50"
t14125827,motor,"Fayda puanı güç satın almaz","","packages/shared/src/ogretici.ts:277"
t31725a07,motor,"Fetih sonrası {0} saat","{0} hours after conquest","packages/shared/src/ogretici.ts:538"
t91fd6882,motor,"Forum, su kemeri, tapınak. Artık bir şehirsin.","Forum, aqueduct, temple. You are now a city.","packages/shared/src/bina.ts:68"
t90ecb3ad,motor,"Ganimet ve fetih","Loot and conquest","packages/shared/src/ogretici.ts:397"
t34ad4af8,motor,"Garnizon hem savunur hem kazandırır","","packages/shared/src/ipuclari.ts:48"
tf105b0d4,motor,"garnizon savunması","garrison defence","packages/shared/src/medeniyet.ts:201"
t34c3395e,motor,"Garnizon tutmak ({0} yerlik garnizon saatte {1} puan), fetihe katılmak ({2}), savunmaya katılmak ({3}) ve bağış yapmak fayda puanı kazandırır. Puan HARCANMIYOR: birikiyor ve medeniyetindeki rütbene dönüşüyor ({4}). Güç yalnız çekirdekten gelir ve o da herkese eşit işler.","","packages/shared/src/ogretici.ts:278"
tb41d91b9,motor,"Geçersiz susturma süresi.","Invalid mute duration.","packages/shared/src/moderasyon.ts:211"
tc44db606,motor,"Gelir garnizondan gelir","","packages/shared/src/ogretici.ts:300"
t806d7bef,motor,"General ordunun tamamını çarpar","A general multiplies the entire army","packages/shared/src/ipuclari.ts:57"
t3ad9ed5f,motor,"General topla","Recruit general","packages/shared/src/ogretici.ts:480"
tafe8f656,motor,"Generaller savaşa katıldıkça seviye atlar ve ordunun bonuslarını büyütür. Yaralanırlarsa bir süre dinlenmeleri gerekir.","Generals level up as they take part in battles and grow the army's bonuses. If they get wounded they need to rest for a while.","packages/shared/src/ogretici.ts:482"
t74e7277b,motor,"Generallerin listesi ana sayfada duruyor. Önce oraya dönelim lordum.","The list of generals is on the homepage. Let's return there first, my lord.","packages/shared/src/rehber.ts:370"
t2674e2d7,motor,"Görev Panosu","Quest Board","data/binalar.json:binalar[2].ad | packages/shared/src/types.ts:315"
te9bf886c,motor,"Günde {0} saldırı yapabilirsin; Taht Kalesi bu limitten muaf. Hedefini seçerek harca.","You can make {0} attacks a day; Throne Citadel is exempt from this limit. Spend it by picking your target.","packages/shared/src/ipuclari.ts:54"
t39a17db6,motor,"Günde +{0} saldırı hakkı","+{0} attack limits per day","packages/shared/src/arastirma.ts:186"
t590d8e92,motor,"Günlük gönderim tavanını aşıyor. Bugün {0} değerinde daha gönderebilirsin.","Exceeds daily sending limit. You can send {0} more value today.","packages/shared/src/ticaret.ts:96"
t5485d304,motor,"Günlük görevler ve haftalık sefer","Daily quests and weekly campaign","packages/shared/src/ogretici.ts:595"
t42a2a869,motor,"Günlük saldırı hakkın sınırlı","Your daily attack limit is capped","packages/shared/src/ipuclari.ts:53"
t97c33115,motor,"Hakaret veya küfür","Insult or profanity","packages/shared/src/moderasyon.ts:50"
t258f83e1,motor,"Harcanmaz, biriktirilir. Sıralamadaki yerin ve unvanın buradan gelir. Bölge tutmak, savaş kazanmak ve tahtı elinde tutmak şöhret kazandırır.","It is not spent, it accumulates. Your place in the ranking and your title come from here. Holding regions, winning battles and keeping the throne all earn fame.","packages/shared/src/ogretici.ts:307"
tfb091feb,motor,"Haritadaki dört renk dört taraf. Tek başına değil, bir tarafla oynuyorsun.","","packages/shared/src/ogretici.ts:245"
t28396521,motor,"Haritadaki her işaret bir bölge. Bir bölgeyi tutan medeniyet varsa çerçevesi onun rengini taşır; ortadaki çekişmeli topraklar henüz kimsenin değil. Bölgeler bitmez ama çoğalmaz da — biri alırsa, bir başkası kaybeder.","","packages/shared/src/ogretici.ts:211"
tc80763d4,motor,"Haritanın ortasındaki altın çerçeveli bölge. Onu tutan Diyarın Lordu olur ve şöhreti %{0} büyür; tahtı tutan MEDENİYETİN her üyesi de %{1} alır. Oyunun ucu burası — ve tek başına değil, tarafınla kazanılıyor.","","packages/shared/src/ogretici.ts:215"
tca150eae,motor,"Her {0} lord seviyesinde bir bölge daha tutabilirsin. Erken oyunda az bölgeyi iyi tutmak, çok bölgeyi kötü tutmaktan iyidir.","Every {0} lord levels you can hold one more region. In the early game holding a few regions well is better than holding many poorly.","packages/shared/src/ogretici.ts:486"
t7e372fb9,motor,"Her birimin bir yeri var","Every unit has its place","packages/shared/src/ogretici.ts:350"
tcef1436c,motor,"Her gün üç küçük görev, her hafta bir sefer. Kısa bir girişte bile elinde bir şeyle çıkarsın.","Three small quests every day, one campaign every week. Even in a short session you leave with something in hand.","packages/shared/src/ogretici.ts:597"
tbc1cd854,motor,"Her kaynağı en çok {0} kadar biriktirebilirsin; lord seviyen her arttığında tavan {1} büyür. Tavana dayanan kaynak artık birikmez — üretilen boşa gider. Araştırmadaki Ambarlar bu tavanı büyütür.","You can store at most {0} of each resource; every time your lord level rises the cap grows by {1}. A resource sitting at the cap stops accumulating — what you produce is wasted. Granaries in the research tree raise this cap.","packages/shared/src/ogretici.ts:313"
t11440021,motor,"Her yurdun {0} çekirdek bölgesi var ve hiçbirine saldırılamaz. Bir medeniyet yenilebilir ama silinemez: evine çekilir, toparlanır ve geri döner. Beşincisi medeniyetin başkenti — bonus değil kimlik taşır.","","packages/shared/src/ogretici.ts:270"
teb818bbe,motor,"İdeal satırlar: {0}. İdealinden her satır sapma güç kaybettirir; en ağır ceza mancınığındır (satır başına %{1}) — ön hatta duran mancınık ilk çarpışmada dağılır.","Ideal rows: {0}. Every row of deviation from the ideal costs power; the heaviest penalty is the catapult's ({1}% per row) — a catapult standing in the front line falls apart in the first clash.","packages/shared/src/ogretici.ts:351"
t391f2d9d,motor,"İki ittifak birbirine saldırmamaya söz verebilir. En fazla {0} pakt, ve fesih anında geçmiyor: {1} saat ihbar süresi boyunca pakt hâlâ koruyor. Verdiğin söz o yüzden bir şey ifade ediyor.","Two alliances can promise not to attack each other. At most {0} pacts, and breaking one is not instant: during the {1} hour notice period the pact still protects. That is why the promise you give means something.","packages/shared/src/ogretici.ts:571"
td2fa6864,motor,"İlk {0} saat kimse sana saldıramaz. O süre kurulmak için — sonrası için hazırlan.","Nobody can attack you for the first {0} hours. That time is for setting up — prepare for what comes after.","packages/shared/src/ipuclari.ts:63"
ta17e3c1c,motor,"İlk bölgeni al","Take your first region","packages/shared/src/rehber.ts:168"
t6db98c87,motor,"İlk toprağını medeniyetine kattın; ordun orada kaldı ve payın o garnizondan geliyor. Demirhanede kuşanacağın her parça, savaşa senin katkını büyütür.","","packages/shared/src/rehber.ts:94"
tfb8e4e56,motor,"İlk turda saldırı {0}","First round attack {0}","packages/shared/src/duzen.ts:347"
t78f10e57,motor,"İttifak adı en az {0} harf olmalı.","Alliance name must be at least {0} characters.","packages/shared/src/ittifak.ts:42"
t61897022,motor,"İttifak adı en fazla {0} harf olabilir.","Alliance name can be at most {0} characters.","packages/shared/src/ittifak.ts:45"
tb48a59f5,motor,"İttifak dolu ({0} üye).","Alliance full ({0} members).","apps/api/src/routes/ittifak.ts:1137 | packages/shared/src/ittifakBasvuru.ts:161 | packages/shared/src/ittifakBasvuru.ts:87"
tf8276237,motor,"İttifak seviyesi","Alliance level","packages/shared/src/ogretici.ts:566"
t827b1e17,motor,"İttifak; birbirine saldıramayan, birbirini besleyen bir grup.","Alliance; a group that cannot attack each other and feeds each other.","packages/shared/src/ogretici.ts:547"
tee6bbfef,motor,"Kâhya Sinan","Steward Sinan","data/generals.json:generaller[5].ad | packages/shared/src/rehber.ts:38"
t89ae57e6,motor,"Kale","Castle","packages/shared/src/bolge-adi.ts:35"
tcf47b520,motor,"Kale-şehir","Citadel-city","packages/shared/src/bina.ts:60"
ta0e49426,motor,"Kaleye karşı ×{0}, canlı birime karşı ×{1}. Duvara karşı harika, insana karşı berbat — yanına muhafız al.","×{0} against a castle, ×{1} against living units. Great against walls, terrible against people — take guards with you.","packages/shared/src/ogretici.ts:332"
t980be71f,motor,"Kalıcı seçimler. İki lord aynı seviyede olsa bile aynı olmaz.","Permanent choices. Even if two lords are the same level, they won't be identical.","packages/shared/src/ogretici.ts:497"
t353c1322,motor,"Kalıcı ve geri alınmaz","Permanent and irreversible","packages/shared/src/ogretici.ts:509"
t98ac30ec,motor,"Kamp","Camp","packages/shared/src/bina.ts:56"
tefd7a107,motor,"Kampın kendi medeniyetinin yurdunda kurulur; toprağın yok, ordun yok. İlk köyünü fethettiğinde orası başkentin olur ve şehir sayfan bir kamptan bir köye döner. Sana hiçbir şey verilmiyor — ordu da toprak da bina da kazanılıyor.","","packages/shared/src/ogretici.ts:229"
tf7e83ade,motor,"Kampta binalar 1. seviyeyi geçemez, köyde 2, kasabada 3, şehirde 4. Fethin karşılığı bu: T5 ekipman dövmek için gerçek bir şehir gerekiyor.","In a camp buildings cannot pass level 1, in a village 2, in a town 3, in a city 4. This is the reward for conquest: forging T5 equipment requires a real city.","packages/shared/src/ogretici.ts:423"
